n,mean_ms,median_ms,sd_ms,min_ms,max_ms,p95_ms,cv_percent,ci95_lower_ms,ci95_upper_ms,condition,session
30,1694.7771666666667,1691.4025000000001,12.143120913627957,1677.23,1748.644,1710.72655,0.7165025085575925,1690.371947103448,1699.1823862298854,baseline,1
30,1691.3233333333333,1689.912,6.0543705292744745,1685.091,1710.073,1705.76695,0.35796647571474455,1689.126959626093,1693.5197070405736,baseline,2
30,1695.9334666666666,1692.357,11.386030590258358,1686.91,1745.835,1710.6323499999999,0.6713724809403898,1691.8029004752916,1700.0640328580416,baseline,3
30,691.3340666666667,691.4435000000001,5.978505521555064,671.433,702.976,699.4707,0.8647780877313047,689.1652148805655,693.5029184527679,optimized,1
30,687.7412,690.156,7.927940500490042,669.414,699.202,693.763,1.1527505550765376,684.8651421202176,690.6172578797825,optimized,2
30,689.2129333333334,690.354,9.101310697322416,669.441,713.162,697.93545,1.320536840959226,685.91120618922,692.5146604774467,optimized,3
