baseline_mean_ms,optimized_mean_ms,absolute_reduction_ms,relative_reduction_percent,baseline_p95_ms,optimized_p95_ms
1694.011322222222,689.4294,1004.5819222222219,59.30196032600307,1709.8520500000002,698.71825
