target_backlog,session,cutoff_record_id,initial_azure_backlog,initial_thingsboard_backlog,started_at,finished_at,azure_first_progress_s,thingsboard_first_progress_s,azure_recovery_s,thingsboard_recovery_s,azure_effective_throughput_rps,thingsboard_effective_throughput_rps,monitor_duration_s,result
10,3,13,10,10,2026-08-12T13:36:50.100649+08:00,2026-08-12T13:37:33.822304+08:00,23.535,24.541,43.72,32.817,0.2287,0.3047,43.722,PASS
